Year,Month,OIL_P,OIL_PROD,OIL_STOCKS,WORLD_IP,US_IP,US_CPI,Surprises
2010,2,356.0223181,1120.467586,783.5484783,469.6153747,452.0687972,538.1191447,0.0000
2010,3,362.1055163,1120.876842,783.6178878,471.0696188,452.76345,538.152276,1.5111
2010,4,365.9932232,1120.858623,783.2319627,471.5234621,453.1825,538.1752774,0.0000
2010,5,352.5837909,1120.943496,783.4485321,472.3670298,454.6739905,538.1232867,0.0000
2010,6,354.6500127,1121.094337,783.9927116,472.1719572,454.8659092,538.0813984,0.0000
2010,7,355.8078642,1121.451943,783.804704,472.6373145,455.3263019,538.2681493,0.0000
2010,8,356.249342,1121.362455,784.4388231,473.0116835,455.7433716,538.4141789,0.0000
2010,9,354.1027378,1121.77471,784.2999959,473.2421148,456.0238717,538.5755736,0.0000
2010,10,362.1437642,1121.630274,785.2543882,473.7199701,455.7853186,538.9231534,-0.5123
2010,11,364.5890093,1122.444307,784.3027318,474.2945809,455.8249423,539.1762171,0.0000
2010,12,369.848519,1122.382318,783.9684213,475.4623278,456.689079,539.5770703,1.0436
2011,1,369.9506059,1123.038349,784.1628456,476.8396415,456.5861629,539.9008498,0.0000
2011,2,369.808445,1122.713001,783.8988694,476.6740416,456.1463827,540.2217817,0.0000
2011,3,383.1938452,1121.347023,783.8295463,476.38486,457.1039298,540.7378028,0.0000
2011,4,389.3952978,1121.262491,784.1502722,475.8840179,456.718479,541.2061144,0.0000
2011,5,380.8314895,1120.251287,783.9457793,476.8003066,456.9409321,541.5237808,0.0000
2011,6,375.7296849,1121.315057,783.3679836,477.0604113,457.1768509,541.5237808,1.4934
2011,7,376.3983593,1121.702142,782.5302189,477.3645491,457.606779,541.7854419,0.0000
2011,8,364.2343432,1122.402599,781.377104,477.5807919,458.1929194,542.1003916,0.0000
2011,9,363.1799175,1121.528908,780.4920201,477.5191403,458.1172532,542.3173109,0.0000
2011,10,364.0425507,1122.255311,780.5609921,477.5327221,458.8251875,542.3848089,0.0000
2011,11,375.6349539,1123.561858,780.8781054,477.4028737,458.698483,542.5694234,0.0000
2011,12,377.0005228,1124.100926,781.2130879,477.705454,459.2006929,542.5931914,-4.9944
2012,1,378.408509,1124.291958,780.5389834,477.7242123,459.8411397,542.8652406,0.0000
2012,2,380.180341,1124.708394,780.078005,478.1800822,460.1380012,543.0787571,0.0000
2012,3,383.7521275,1124.29556,780.7498229,477.4096322,459.5800427,543.2878853,0.0000
2012,4,380.8559672,1124.693313,781.7462496,476.9878529,460.3795241,543.4538264,0.0000
2012,5,372.3416244,1123.760586,782.3014319,477.5820379,460.5554112,543.2467942,0.0000
2012,6,358.5235737,1123.515333,782.7717618,477.1641302,460.5846957,543.1641238,1.4474
2012,7,364.9781224,1123.772767,783.0079158,477.2791807,460.8205575,543.1930006,0.0000
2012,8,371.2442925,1123.840151,783.1097826,477.1610337,460.4301809,543.7722724,0.0000
2012,9,371.3612714,1123.164367,783.6247374,476.6160433,460.4307814,544.2482643,0.0000
2012,10,365.501482,1123.829531,783.0255937,477.1179795,460.7231061,544.5175808,0.0000
2012,11,362.366755,1124.541928,783.45572,477.1293068,461.2148779,544.3495052,0.0000
2012,12,364.1969919,1124.591662,782.7710813,477.2807131,461.4904652,544.3373963,0.9485
2013,1,371.0425791,1123.701385,782.8048441,477.3797059,461.4085328,544.5352793,0.0000
2013,2,371.1641807,1123.426431,783.0425915,477.4919885,461.9734608,545.0768031,0.0000
2013,3,369.0355018,1123.608362,783.2014499,477.5398564,462.2735017,544.7952151,0.0000
2013,4,368.1857355,1124.174161,782.7321847,477.5842149,462.1832594,544.5861989,0.0000
2013,5,371.0663537,1124.110532,781.6299942,477.6179683,462.1944704,544.6276058,-1.4198
2013,6,371.8779233,1124.077876,782.0161895,477.4983926,462.3726939,544.8653638,0.0000
2013,7,380.4800158,1124.720708,782.5248834,477.9152225,461.8056796,545.0609177,0.0000
2013,8,382.097861,1124.409053,782.5154526,478.2022148,462.572939,545.2993623,0.0000
2013,9,381.7970897,1123.720161,783.9141317,478.4222271,463.0550367,545.3370496,0.0000
2013,10,376.182026,1124.191537,784.0750691,478.3676968,462.9597398,545.3905584,0.0000
2013,11,369.1226122,1124.561292,783.8757573,478.8164097,463.2869007,545.5748374,0.0000
2013,12,372.7965955,1125.008728,783.833231,478.808872,463.5679022,545.8389054,0.9609
2014,1,369.3978035,1125.49042,783.8639512,478.9177651,463.0899334,546.1061021,0.0000
2014,2,375.6702607,1126.14025,783.4807588,479.1364881,464.0819143,546.1804327,0.0000
2014,3,375.4663195,1125.389486,783.1081049,479.1911037,464.9709423,546.3645347,0.0000
2014,4,376.5037291,1125.476336,782.6511845,479.5778491,465.1869595,546.5791747,0.0000
2014,5,376.4407348,1125.08884,782.7561543,479.2987516,465.4721013,546.7498802,0.0000
2014,6,379.7773107,1125.61411,782.6203729,479.3292973,465.8424656,546.8853076,0.3789
2014,7,377.5506522,1125.953699,782.2020771,479.4066616,465.8634173,547.0104464,0.0000
2014,8,370.5216868,1126.167496,782.8727756,478.5135479,465.79998,546.9910748,0.0000
2014,9,367.00597,1127.299174,782.2729949,479.614316,466.0916103,546.9965498,0.0000
2014,10,357.0793147,1128.238827,782.740928,478.9399652,466.1454106,546.9944441,0.0000
2014,11,346.4899203,1128.349897,782.2148963,479.5159008,466.9209207,546.8237341,-9.9005
2014,12,322.2635625,1129.365254,782.6740199,480.1261602,466.7014769,546.4975219,0.0000
2015,1,300.1100319,1128.638314,782.8501349,479.8722204,465.9798513,545.8887398,0.0000
2015,2,306.7975635,1128.380006,783.7536312,479.5877977,465.8067144,546.0750792,0.0000
2015,3,300.8968801,1129.50469,784.8524137,479.6663978,465.4669622,546.3645347,0.0000
2015,4,313.7922322,1128.999202,785.2921115,479.4998024,465.0739932,546.4530713,0.0000
2015,5,321.9415873,1128.947874,785.8426029,479.0744769,464.7120823,546.7857589,0.0000
2015,6,322.5845897,1129.474222,785.8213821,479.6443341,464.4320704,547.0664342,2.3663
2015,7,306.2791848,1130.126263,785.6903548,479.4566155,464.9330602,547.2241261,0.0000
2015,8,289.1118012,1129.938565,786.8331784,479.6978559,464.9274149,547.2224454,0.0000
2015,9,295.2414188,1129.674437,787.372727,479.7605025,464.6348597,547.0028666,0.0000
2015,10,296.7304206,1129.847836,788.108865,480.0624952,464.4434167,547.1278585,0.0000
2015,11,288.0688351,1130.578677,788.6383334,479.5825628,463.8571112,547.2573149,0.0000
2015,12,274.9666575,1130.770091,789.5341814,479.3240162,463.3931583,547.1543519,-2.0296
2016,1,258.8627097,1130.794877,788.9453432,479.8891078,463.9399617,547.2228656,0.0000
2016,2,254.6675396,1129.855655,789.0588083,479.757536,463.7332393,547.0302351,0.0000
2016,3,275.8480458,1129.820571,788.6450552,479.8590801,463.0119351,547.2363106,0.0000
2016,4,283.6819593,1128.700619,789.0785632,480.0494291,463.3463139,547.5806432,0.0000
2016,5,297.0829773,1127.708844,789.5226753,479.9699646,463.234946,547.8298687,0.0000
2016,6,301.1133281,1128.839821,790.0856485,480.5921416,463.5940875,548.0947209,0.5339
2016,7,292.3143932,1129.734698,790.4665541,480.0682578,463.6836475,548.0880561,0.0000
2016,8,292.2584064,1129.058159,790.426052,480.509754,463.6144491,548.3006951,0.0000
2016,9,293.0957227,1129.467069,789.9395343,480.3346865,463.4629954,548.486747,1.4292
2016,10,302.5222737,1130.923595,789.9654136,480.7405157,463.6418822,548.7560745,0.0000
2016,11,293.7120446,1132.215157,790.3605344,481.2116059,463.4222064,548.9272381,7.9056
2016,12,306.3664656,1131.557758,790.5815594,481.0717176,464.215282,549.2172159,2.0003
2017,1,306.8700383,1130.425948,791.2104247,481.1682604,463.9158001,549.7282973,0.0000
2017,2,308.6704764,1130.419012,791.2929571,481.5754205,464.1538759,549.7586171,0.0000
2017,3,300.7694885,1129.41699,791.3662787,482.0194246,464.3584805,549.6007716,0.0000
2017,4,304.0646879,1128.883534,790.7971868,482.3592158,465.4405965,549.7524719,0.0000
2017,5,298.9518123,1129.611656,789.9802606,482.5553248,465.4609663,549.6803405,-4.4919
2017,6,291.8525333,1130.267728,789.8230975,482.5614654,465.6363175,549.7299364,0.0000
2017,7,294.9279326,1130.937079,789.6218068,482.3652182,465.4042252,549.8134971,0.0000
2017,8,297.4877156,1130.184795,788.5414645,483.1005644,464.9765851,550.2327027,0.0000
2017,9,300.6662932,1130.429792,789.0824562,483.1593034,465.2709091,550.6923764,0.0000
2017,10,304.0605536,1130.702772,787.1620378,483.3866517,466.901972,550.7698651,0.0000
2017,11,313.0834714,1131.500865,787.1954418,484.2187088,467.1606593,551.1050921,0.1660
2017,12,315.0476311,1131.203179,787.0538009,484.3732715,467.6152278,551.3065777,0.0000
